epoch,step,train_loss,val_loss
0,11,0.01227773167192936,
1,23,0.00157505355309695,
2,35,0.0015895090764388442,
3,47,0.0010895092273131013,
4,59,0.001167260343208909,
5,71,0.0013806556817144156,
6,83,0.0011320865014567971,
7,95,0.0011323881335556507,
8,107,0.001186732784844935,
9,119,,0.0011693581473082304
9,119,0.001089170458726585,
10,131,0.0010449123801663518,
11,143,0.0010116862831637263,
12,155,0.0002999949501827359,
13,167,0.0003281606186646968,
14,179,0.0003586090460885316,
15,191,0.00021220999769866467,
16,203,0.0002816937630996108,
17,215,0.00013383910118136555,
18,227,0.0003537408192642033,
19,239,,0.00010282012954121456
19,239,0.00016005372162908316,
20,251,0.00013283261796459556,
21,263,0.0002320923813385889,
22,275,0.0001906963443616405,
23,287,0.00013029796537011862,
24,299,0.0001459136256016791,
25,311,0.00023485197743866593,
26,323,0.0002592509554233402,
27,335,8.884053386282176e-05,
28,347,9.30198366404511e-05,
29,359,,0.00010648784518707544
29,359,0.00010975881014019251,
30,371,9.369096369482577e-05,
31,383,8.481028635287657e-05,
32,395,9.044232137966901e-05,
33,407,0.0002762333315331489,
34,419,0.00018577910668682307,
35,431,0.00020950280304532498,
36,443,9.647560364101082e-05,
37,455,8.654068369651213e-05,
38,467,0.00020453700562939048,
39,479,,9.638377377996221e-05
39,479,0.00012034075189149007,
40,491,0.00023453372705262154,
41,503,0.00013993876927997917,
42,515,0.0002212317631347105,
43,527,9.259812213713303e-05,
44,539,0.00021135344286449254,
45,551,8.915703074308112e-05,
46,563,0.00011585732863750309,
47,575,9.070292435353622e-05,
48,587,0.0001379139139316976,
49,599,,7.062542863423005e-05
49,599,8.230358071159571e-05,
50,611,0.00016762243467383087,
51,623,0.000229874363867566,
52,635,9.108851372729987e-05,
53,647,0.00022406919742934406,
54,659,0.0002351742296013981,
55,671,7.656837988179177e-05,
56,683,6.776652298867702e-05,
57,695,7.701825961703435e-05,
58,707,0.00023663755564484745,
59,719,,0.00012826216698158532
59,719,0.00013260802370496094,
60,731,0.00011457738582976162,
61,743,5.425957351690158e-05,
62,755,7.997766806511208e-05,
63,767,0.00010724119056249037,
